Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 58.6278, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 12.0. Model saved.
Epoch 2/20000, Train Loss: 44.4711, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 35.7007, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 4/20000, Train Loss: 29.1821, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 24.3597, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 20.5449, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 17.3587, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 14.6466, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 12.3380, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 10.3778, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 8.7184, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 7.3181, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 6.1334, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 5.1306, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 4.2851, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 3.5735, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 2.9751, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 2.4708, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 2.0499, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.6973, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 21/20000, Train Loss: 1.4055, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 22/20000, Train Loss: 1.1593, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 23/20000, Train Loss: 0.9549, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 24/20000, Train Loss: 0.7867, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 25/20000, Train Loss: 0.6453, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 26/20000, Train Loss: 0.5297, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 27/20000, Train Loss: 0.4359, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 28/20000, Train Loss: 0.3595, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 29/20000, Train Loss: 0.2935, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 30/20000, Train Loss: 0.2424, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 31/20000, Train Loss: 0.1969, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 32/20000, Train Loss: 0.1625, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 33/20000, Train Loss: 0.1345, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 34/20000, Train Loss: 0.1089, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 35/20000, Train Loss: 0.0915, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.4277, Calculated Decrement: 0.0117
  -> Reducing mask weight to 0.988.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 36/20000, Train Loss: 0.2973, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 37/20000, Train Loss: 0.1791, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 38/20000, Train Loss: 0.1679, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 39/20000, Train Loss: 0.1581, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 40/20000, Train Loss: 0.1507, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 41/20000, Train Loss: 0.1449, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 42/20000, Train Loss: 0.1392, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 43/20000, Train Loss: 0.1370, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 44/20000, Train Loss: 0.1334, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 45/20000, Train Loss: 0.1290, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 46/20000, Train Loss: 0.1268, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 47/20000, Train Loss: 0.1254, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 48/20000, Train Loss: 0.1229, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 49/20000, Train Loss: 0.1227, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 50/20000, Train Loss: 0.1205, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 51/20000, Train Loss: 0.1204, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 52/20000, Train Loss: 0.1196, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 53/20000, Train Loss: 0.1188, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 54/20000, Train Loss: 0.1174, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 55/20000, Train Loss: 0.1167, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 56/20000, Train Loss: 0.1168, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 57/20000, Train Loss: 0.1164, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
