Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 55.0765, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 12.0. Model saved.
Epoch 2/20000, Train Loss: 40.4000, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 32.7907, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 4/20000, Train Loss: 27.4219, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 22.7964, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 19.0879, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 15.9665, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 13.3173, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 11.0638, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 9.1510, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 7.5422, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 6.1964, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 5.0770, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 4.1484, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 3.3814, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 2.7492, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 2.2303, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 1.8052, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 1.4582, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.1759, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 21/20000, Train Loss: 0.9477, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 22/20000, Train Loss: 0.7609, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 23/20000, Train Loss: 0.6094, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 24/20000, Train Loss: 0.4881, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 25/20000, Train Loss: 0.3902, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 26/20000, Train Loss: 0.3121, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 27/20000, Train Loss: 0.2495, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 28/20000, Train Loss: 0.1985, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 29/20000, Train Loss: 0.1588, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 30/20000, Train Loss: 0.1273, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 31/20000, Train Loss: 0.1013, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 32/20000, Train Loss: 0.0812, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 1.7370, Calculated Decrement: 0.0029
  -> Reducing mask weight to 0.997.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 33/20000, Train Loss: 0.2836, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 34/20000, Train Loss: 0.0818, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 35/20000, Train Loss: 0.0738, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 36/20000, Train Loss: 0.0644, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 37/20000, Train Loss: 0.0580, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 38/20000, Train Loss: 0.0539, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 39/20000, Train Loss: 0.0501, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 40/20000, Train Loss: 0.0468, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 41/20000, Train Loss: 0.0430, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
Epoch 42/20000, Train Loss: 0.0413, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.997
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.0958, Calculated Decrement: 0.0522
  -> Reducing mask weight to 0.945.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 43/20000, Train Loss: 0.5378, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 44/20000, Train Loss: 0.5292, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 45/20000, Train Loss: 0.5251, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 46/20000, Train Loss: 0.5214, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 47/20000, Train Loss: 0.5178, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 48/20000, Train Loss: 0.5145, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 49/20000, Train Loss: 0.5151, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 50/20000, Train Loss: 0.5125, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 51/20000, Train Loss: 0.5115, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 52/20000, Train Loss: 0.5097, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 53/20000, Train Loss: 0.5068, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 54/20000, Train Loss: 0.5038, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
