Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 59.4339, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 588.0. Model saved.
Epoch 2/20000, Train Loss: 45.1923, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 35.5026, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 4/20000, Train Loss: 29.2651, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 24.5031, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 20.5173, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 17.2420, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 14.4629, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 12.0874, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 10.0756, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 8.3790, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 6.9585, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 5.7717, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 4.7812, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 3.9561, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 3.2698, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 2.6994, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 2.2261, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 1.8341, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.5099, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 21/20000, Train Loss: 1.2424, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 22/20000, Train Loss: 1.0219, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 23/20000, Train Loss: 0.8405, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 24/20000, Train Loss: 0.6915, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 25/20000, Train Loss: 0.5690, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 26/20000, Train Loss: 0.4685, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 27/20000, Train Loss: 0.3859, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 28/20000, Train Loss: 0.3180, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 29/20000, Train Loss: 0.2622, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 30/20000, Train Loss: 0.2162, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 31/20000, Train Loss: 0.1783, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 32/20000, Train Loss: 0.1470, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
Epoch 33/20000, Train Loss: 0.1212, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 34/20000, Train Loss: 0.0998, Validation Set Manhattan Distance: 588.0, Mask Weight: 1.000
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 1.2932, Calculated Decrement: 0.0039
  -> Reducing mask weight to 0.996.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 35/20000, Train Loss: 0.3120, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
  -> New best Validation Set Manhattan Distance: 12.0. Model saved.
Epoch 36/20000, Train Loss: 0.1117, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 37/20000, Train Loss: 0.0934, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 38/20000, Train Loss: 0.0835, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 39/20000, Train Loss: 0.0753, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 40/20000, Train Loss: 0.0683, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 41/20000, Train Loss: 0.0625, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 42/20000, Train Loss: 0.0577, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 43/20000, Train Loss: 0.0539, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 44/20000, Train Loss: 0.0507, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
Epoch 45/20000, Train Loss: 0.0482, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.996
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.0979, Calculated Decrement: 0.0511
  -> Reducing mask weight to 0.945.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 46/20000, Train Loss: 0.5460, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 47/20000, Train Loss: 0.5435, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 48/20000, Train Loss: 0.5405, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 49/20000, Train Loss: 0.5364, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 50/20000, Train Loss: 0.5306, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 51/20000, Train Loss: 0.5243, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 52/20000, Train Loss: 0.5216, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 53/20000, Train Loss: 0.5182, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 54/20000, Train Loss: 0.5181, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 55/20000, Train Loss: 0.5180, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 56/20000, Train Loss: 0.5163, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 57/20000, Train Loss: 0.5137, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 58/20000, Train Loss: 0.5108, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 59/20000, Train Loss: 0.5137, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 60/20000, Train Loss: 0.5113, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 61/20000, Train Loss: 0.5102, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 62/20000, Train Loss: 0.5108, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 63/20000, Train Loss: 0.5089, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 64/20000, Train Loss: 0.5061, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 65/20000, Train Loss: 0.5071, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 66/20000, Train Loss: 0.5025, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 67/20000, Train Loss: 0.4990, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 68/20000, Train Loss: 0.4955, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 69/20000, Train Loss: 0.4898, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 70/20000, Train Loss: 0.4823, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 71/20000, Train Loss: 0.4745, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 72/20000, Train Loss: 0.4462, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 73/20000, Train Loss: 0.4274, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 74/20000, Train Loss: 0.4108, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 75/20000, Train Loss: 0.3857, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 76/20000, Train Loss: 0.3703, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 77/20000, Train Loss: 0.3418, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 78/20000, Train Loss: 0.3711, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 79/20000, Train Loss: 0.3381, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
Epoch 80/20000, Train Loss: 0.3422, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.945
