Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 50.6927, Validation Set Manhattan Distance: 264.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 264.0. Model saved.
Epoch 2/20000, Train Loss: 36.0995, Validation Set Manhattan Distance: 266.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 28.6105, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 260.0. Model saved.
Epoch 4/20000, Train Loss: 23.5493, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 19.5827, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 16.2583, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 13.5134, Validation Set Manhattan Distance: 262.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 11.2308, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 9.3240, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 7.7234, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 6.3913, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 5.2847, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 4.3654, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 3.6018, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 2.9684, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 2.4420, Validation Set Manhattan Distance: 260.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 2.0044, Validation Set Manhattan Distance: 266.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 1.6419, Validation Set Manhattan Distance: 266.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 1.3423, Validation Set Manhattan Distance: 266.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.0943, Validation Set Manhattan Distance: 266.0, Mask Weight: 1.000
