Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 58.6233, Validation Set Manhattan Distance: 500.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 500.0. Model saved.
Epoch 2/20000, Train Loss: 42.2634, Validation Set Manhattan Distance: 508.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 34.5164, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 4/20000, Train Loss: 28.9908, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 24.4252, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 20.7379, Validation Set Manhattan Distance: 504.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 17.6399, Validation Set Manhattan Distance: 504.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 14.9884, Validation Set Manhattan Distance: 507.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 12.7165, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 10.7722, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 9.1111, Validation Set Manhattan Distance: 508.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 7.6961, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 6.4940, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 5.4762, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 4.6143, Validation Set Manhattan Distance: 508.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 3.8833, Validation Set Manhattan Distance: 506.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 3.2657, Validation Set Manhattan Distance: 508.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 2.7457, Validation Set Manhattan Distance: 508.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 2.3065, Validation Set Manhattan Distance: 510.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.9370, Validation Set Manhattan Distance: 510.0, Mask Weight: 1.000
Epoch 21/20000, Train Loss: 1.6270, Validation Set Manhattan Distance: 508.0, Mask Weight: 1.000
Epoch 22/20000, Train Loss: 1.3656, Validation Set Manhattan Distance: 508.0, Mask Weight: 1.000
