Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 57.8414, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 12.0. Model saved.
Epoch 2/20000, Train Loss: 45.2191, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 37.1604, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 4/20000, Train Loss: 31.1324, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 26.1509, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 21.9251, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 18.4031, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 15.4603, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 12.9795, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 10.8826, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 9.1051, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 7.6075, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 6.3495, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 5.2979, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 4.4202, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 3.6887, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 3.0795, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 2.5722, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 2.1501, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.7990, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 21/20000, Train Loss: 1.5072, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 22/20000, Train Loss: 1.2643, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 23/20000, Train Loss: 1.0623, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 24/20000, Train Loss: 0.8942, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 25/20000, Train Loss: 0.7541, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 26/20000, Train Loss: 0.6371, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 27/20000, Train Loss: 0.5394, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 28/20000, Train Loss: 0.4576, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 29/20000, Train Loss: 0.3890, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 30/20000, Train Loss: 0.3313, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 31/20000, Train Loss: 0.2827, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 32/20000, Train Loss: 0.2416, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 33/20000, Train Loss: 0.2067, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 34/20000, Train Loss: 0.1772, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 35/20000, Train Loss: 0.1519, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 36/20000, Train Loss: 0.1304, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 37/20000, Train Loss: 0.1121, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 38/20000, Train Loss: 0.0962, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.4103, Calculated Decrement: 0.0122
  -> Reducing mask weight to 0.988.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 39/20000, Train Loss: 0.3190, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 40/20000, Train Loss: 0.1922, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 41/20000, Train Loss: 0.1809, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 42/20000, Train Loss: 0.1721, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 43/20000, Train Loss: 0.1642, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 44/20000, Train Loss: 0.1575, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 45/20000, Train Loss: 0.1517, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 46/20000, Train Loss: 0.1465, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 47/20000, Train Loss: 0.1421, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 48/20000, Train Loss: 0.1383, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 49/20000, Train Loss: 0.1349, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 50/20000, Train Loss: 0.1318, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 51/20000, Train Loss: 0.1290, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 52/20000, Train Loss: 0.1261, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 53/20000, Train Loss: 0.1236, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 54/20000, Train Loss: 0.1219, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 55/20000, Train Loss: 0.1201, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 56/20000, Train Loss: 0.1188, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 57/20000, Train Loss: 0.1176, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 58/20000, Train Loss: 0.1165, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 59/20000, Train Loss: 0.1158, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 60/20000, Train Loss: 0.1148, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 61/20000, Train Loss: 0.1138, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 62/20000, Train Loss: 0.1131, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 63/20000, Train Loss: 0.1124, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 64/20000, Train Loss: 0.1128, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 65/20000, Train Loss: 0.1122, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 66/20000, Train Loss: 0.1108, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 67/20000, Train Loss: 0.1115, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 68/20000, Train Loss: 0.1104, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 69/20000, Train Loss: 0.1094, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 70/20000, Train Loss: 0.1083, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 71/20000, Train Loss: 0.1060, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
Epoch 72/20000, Train Loss: 0.1032, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 73/20000, Train Loss: 0.0989, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.988
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.0795, Calculated Decrement: 0.0629
  -> Reducing mask weight to 0.925.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 74/20000, Train Loss: 0.5902, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.925
Epoch 75/20000, Train Loss: 0.5715, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.925
Epoch 76/20000, Train Loss: 0.5591, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.925
Epoch 77/20000, Train Loss: 0.5431, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.925
Epoch 78/20000, Train Loss: 0.5400, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.925
Epoch 79/20000, Train Loss: 0.5174, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.925
Epoch 80/20000, Train Loss: 0.4924, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.925
