Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 58.1827, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 12.0. Model saved.
Epoch 2/20000, Train Loss: 43.4803, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 35.8603, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 4/20000, Train Loss: 30.2780, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 25.7438, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 21.9279, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 18.6700, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 15.8281, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 13.3479, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 11.2065, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 9.3652, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 7.7956, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 6.4640, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 5.3412, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 4.3985, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 3.6119, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 2.9567, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 2.4141, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 1.9659, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.5966, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 21/20000, Train Loss: 1.2943, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 22/20000, Train Loss: 1.0467, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 23/20000, Train Loss: 0.8452, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 24/20000, Train Loss: 0.6818, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 25/20000, Train Loss: 0.5493, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 26/20000, Train Loss: 0.4417, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 27/20000, Train Loss: 0.3550, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 28/20000, Train Loss: 0.2861, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 29/20000, Train Loss: 0.2289, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 30/20000, Train Loss: 0.1838, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 31/20000, Train Loss: 0.1474, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 32/20000, Train Loss: 0.1184, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 33/20000, Train Loss: 0.0962, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.8930, Calculated Decrement: 0.0056
  -> Reducing mask weight to 0.994.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 34/20000, Train Loss: 0.3149, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 35/20000, Train Loss: 0.1197, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 36/20000, Train Loss: 0.1068, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 37/20000, Train Loss: 0.0977, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 38/20000, Train Loss: 0.0890, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 39/20000, Train Loss: 0.0832, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 40/20000, Train Loss: 0.0789, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 41/20000, Train Loss: 0.0754, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 42/20000, Train Loss: 0.0719, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 43/20000, Train Loss: 0.0700, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.0978, Calculated Decrement: 0.0511
  -> Reducing mask weight to 0.943.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 44/20000, Train Loss: 0.5672, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.943
