Using device: cuda
Starting training with gradient-based adaptive weighted mask...
Epoch 1/20000, Train Loss: 55.1677, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> New best Validation Set Manhattan Distance: 12.0. Model saved.
Epoch 2/20000, Train Loss: 40.5853, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 3/20000, Train Loss: 32.8478, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 4/20000, Train Loss: 26.9744, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 5/20000, Train Loss: 22.4733, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 6/20000, Train Loss: 18.9017, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 7/20000, Train Loss: 15.9186, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 8/20000, Train Loss: 13.3910, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 9/20000, Train Loss: 11.2381, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 10/20000, Train Loss: 9.4086, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 11/20000, Train Loss: 7.8784, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 12/20000, Train Loss: 6.5984, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 13/20000, Train Loss: 5.5328, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 14/20000, Train Loss: 4.6468, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 15/20000, Train Loss: 3.9073, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 16/20000, Train Loss: 3.2930, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 17/20000, Train Loss: 2.7831, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 18/20000, Train Loss: 2.3562, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 19/20000, Train Loss: 1.9975, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 20/20000, Train Loss: 1.6978, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 21/20000, Train Loss: 1.4458, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 22/20000, Train Loss: 1.2340, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 23/20000, Train Loss: 1.0548, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 24/20000, Train Loss: 0.9047, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 25/20000, Train Loss: 0.7765, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 26/20000, Train Loss: 0.6671, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 27/20000, Train Loss: 0.5747, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 28/20000, Train Loss: 0.4978, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 29/20000, Train Loss: 0.4304, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 30/20000, Train Loss: 0.3727, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 31/20000, Train Loss: 0.3245, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 32/20000, Train Loss: 0.2827, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 33/20000, Train Loss: 0.2481, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 34/20000, Train Loss: 0.2154, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 35/20000, Train Loss: 0.1906, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 36/20000, Train Loss: 0.1680, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 37/20000, Train Loss: 0.1432, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 38/20000, Train Loss: 0.1259, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
Epoch 39/20000, Train Loss: 0.1066, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 40/20000, Train Loss: 0.0926, Validation Set Manhattan Distance: 12.0, Mask Weight: 1.000
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.8822, Calculated Decrement: 0.0057
  -> Reducing mask weight to 0.994.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 41/20000, Train Loss: 0.2890, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 42/20000, Train Loss: 0.1261, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 43/20000, Train Loss: 0.1178, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 44/20000, Train Loss: 0.1097, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 45/20000, Train Loss: 0.1033, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
  -> Train loss below 0.1. Mask weight reduction is now enabled.
Epoch 46/20000, Train Loss: 0.0979, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 47/20000, Train Loss: 0.0934, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 48/20000, Train Loss: 0.0889, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 49/20000, Train Loss: 0.0842, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
Epoch 50/20000, Train Loss: 0.0796, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.994
  -> Validation Set Manhattan Distance did not improve for 10 epochs.
  -> Unmasked Loss (Gradient Magnitude): 0.0961, Calculated Decrement: 0.0520
  -> Reducing mask weight to 0.942.
  -> Mask weight reduction is now disabled until train loss is below 0.001 again.
Epoch 51/20000, Train Loss: 0.5750, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 52/20000, Train Loss: 0.5655, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 53/20000, Train Loss: 0.5606, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 54/20000, Train Loss: 0.5548, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 55/20000, Train Loss: 0.5524, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 56/20000, Train Loss: 0.5498, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 57/20000, Train Loss: 0.5451, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 58/20000, Train Loss: 0.5394, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 59/20000, Train Loss: 0.5359, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 60/20000, Train Loss: 0.5329, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 61/20000, Train Loss: 0.5429, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 62/20000, Train Loss: 0.5303, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 63/20000, Train Loss: 0.5256, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 64/20000, Train Loss: 0.5224, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 65/20000, Train Loss: 0.5090, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 66/20000, Train Loss: 0.4879, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 67/20000, Train Loss: 0.4600, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 68/20000, Train Loss: 0.4414, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 69/20000, Train Loss: 0.4179, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 70/20000, Train Loss: 0.3950, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 71/20000, Train Loss: 0.3790, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 72/20000, Train Loss: 0.3765, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 73/20000, Train Loss: 0.3684, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 74/20000, Train Loss: 0.3496, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 75/20000, Train Loss: 0.3453, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
Epoch 76/20000, Train Loss: 0.3606, Validation Set Manhattan Distance: 12.0, Mask Weight: 0.942
